Mean,SD,par,file,trait,type,treatment
0.00582,8.62e-4,ResVar,microbe_from_Mike/HN/asv_001232.parRes,asv_001232,microbe_from_Mike,HN
3.91e-4,6.45e-4,GenVar,microbe_from_Mike/HN/asv_001232.parRes,asv_001232,microbe_from_Mike,HN
0.062924,0.102713,hsq,microbe_from_Mike/HN/asv_001232.parRes,asv_001232,microbe_from_Mike,HN
9.49e-4,7.55e-4,Pi,microbe_from_Mike/HN/asv_001244.parRes,asv_001244,microbe_from_Mike,HN
791.404236,629.800476,NnzSnp,microbe_from_Mike/HN/asv_001244.parRes,asv_001244,microbe_from_Mike,HN
1.6e-5,2e-5,SigmaSq,microbe_from_Mike/HN/asv_001244.parRes,asv_001244,microbe_from_Mike,HN
-0.293961,0.672936,S,microbe_from_Mike/HN/asv_001244.parRes,asv_001244,microbe_from_Mike,HN
0.009216,0.002969,ResVar,microbe_from_Mike/HN/asv_001244.parRes,asv_001244,microbe_from_Mike,HN
0.003657,0.002878,GenVar,microbe_from_Mike/HN/asv_001244.parRes,asv_001244,microbe_from_Mike,HN
0.283522,0.219954,hsq,microbe_from_Mike/HN/asv_001244.parRes,asv_001244,microbe_from_Mike,HN
0.001007,8.7e-4,Pi,microbe_from_Mike/HN/asv_001255.parRes,asv_001255,microbe_from_Mike,HN
840.176025,725.679016,NnzSnp,microbe_from_Mike/HN/asv_001255.parRes,asv_001255,microbe_from_Mike,HN
9e-6,2.9e-5,SigmaSq,microbe_from_Mike/HN/asv_001255.parRes,asv_001255,microbe_from_Mike,HN
-0.088034,0.669919,S,microbe_from_Mike/HN/asv_001255.parRes,asv_001255,microbe_from_Mike,HN
0.001371,3.85e-4,ResVar,microbe_from_Mike/HN/asv_001255.parRes,asv_001255,microbe_from_Mike,HN
4.99e-4,3.67e-4,GenVar,microbe_from_Mike/HN/asv_001255.parRes,asv_001255,microbe_from_Mike,HN
0.266472,0.192586,hsq,microbe_from_Mike/HN/asv_001255.parRes,asv_001255,microbe_from_Mike,HN
9.87e-4,8.2e-4,Pi,microbe_from_Mike/HN/asv_001276.parRes,asv_001276,microbe_from_Mike,HN
823.031616,683.925171,NnzSnp,microbe_from_Mike/HN/asv_001276.parRes,asv_001276,microbe_from_Mike,HN
5.8e-5,8.2e-5,SigmaSq,microbe_from_Mike/HN/asv_001276.parRes,asv_001276,microbe_from_Mike,HN
-0.086739,0.708552,S,microbe_from_Mike/HN/asv_001276.parRes,asv_001276,microbe_from_Mike,HN
0.018247,0.006242,ResVar,microbe_from_Mike/HN/asv_001276.parRes,asv_001276,microbe_from_Mike,HN
0.00827,0.006117,GenVar,microbe_from_Mike/HN/asv_001276.parRes,asv_001276,microbe_from_Mike,HN
0.311043,0.226622,hsq,microbe_from_Mike/HN/asv_001276.parRes,asv_001276,microbe_from_Mike,HN
5.68e-4,5.99e-4,Pi,microbe_from_Mike/HN/asv_001292.parRes,asv_001292,microbe_from_Mike,HN
472.715851,499.70285,NnzSnp,microbe_from_Mike/HN/asv_001292.parRes,asv_001292,microbe_from_Mike,HN
1.1e-5,1.3e-5,SigmaSq,microbe_from_Mike/HN/asv_001292.parRes,asv_001292,microbe_from_Mike,HN
0.41971,0.736058,S,microbe_from_Mike/HN/asv_001292.parRes,asv_001292,microbe_from_Mike,HN
0.008422,0.001098,ResVar,microbe_from_Mike/HN/asv_001292.parRes,asv_001292,microbe_from_Mike,HN
5.06e-4,7.17e-4,GenVar,microbe_from_Mike/HN/asv_001292.parRes,asv_001292,microbe_from_Mike,HN
0.056629,0.079332,hsq,microbe_from_Mike/HN/asv_001292.parRes,asv_001292,microbe_from_Mike,HN
6.06e-4,5.89e-4,Pi,microbe_from_Mike/HN/asv_001303.parRes,asv_001303,microbe_from_Mike,HN
504.696747,491.283936,NnzSnp,microbe_from_Mike/HN/asv_001303.parRes,asv_001303,microbe_from_Mike,HN
1e-6,1e-6,SigmaSq,microbe_from_Mike/HN/asv_001303.parRes,asv_001303,microbe_from_Mike,HN
0.200708,0.804309,S,microbe_from_Mike/HN/asv_001303.parRes,asv_001303,microbe_from_Mike,HN
8.37e-4,1.24e-4,ResVar,microbe_from_Mike/HN/asv_001303.parRes,asv_001303,microbe_from_Mike,HN
6.2e-5,9.4e-5,GenVar,microbe_from_Mike/HN/asv_001303.parRes,asv_001303,microbe_from_Mike,HN
0.068649,0.103115,hsq,microbe_from_Mike/HN/asv_001303.parRes,asv_001303,microbe_from_Mike,HN
6.48e-4,6.54e-4,Pi,microbe_from_Mike/HN/asv_001319.parRes,asv_001319,microbe_from_Mike,HN
539.911621,545.599365,NnzSnp,microbe_from_Mike/HN/asv_001319.parRes,asv_001319,microbe_from_Mike,HN
7e-6,9e-6,SigmaSq,microbe_from_Mike/HN/asv_001319.parRes,asv_001319,microbe_from_Mike,HN
0.271128,0.90174,S,microbe_from_Mike/HN/asv_001319.parRes,asv_001319,microbe_from_Mike,HN
0.018658,0.002323,ResVar,microbe_from_Mike/HN/asv_001319.parRes,asv_001319,microbe_from_Mike,HN
7.33e-4,0.001399,GenVar,microbe_from_Mike/HN/asv_001319.parRes,asv_001319,microbe_from_Mike,HN
0.037799,0.071493,hsq,microbe_from_Mike/HN/asv_001319.parRes,asv_001319,microbe_from_Mike,HN
0.00101,8.79e-4,Pi,microbe_from_Mike/HN/asv_001323.parRes,asv_001323,microbe_from_Mike,HN
842.510071,733.544495,NnzSnp,microbe_from_Mike/HN/asv_001323.parRes,asv_001323,microbe_from_Mike,HN
2.2e-5,5.1e-5,SigmaSq,microbe_from_Mike/HN/asv_001323.parRes,asv_001323,microbe_from_Mike,HN
-0.196091,0.840862,S,microbe_from_Mike/HN/asv_001323.parRes,asv_001323,microbe_from_Mike,HN
0.014424,0.005442,ResVar,microbe_from_Mike/HN/asv_001323.parRes,asv_001323,microbe_from_Mike,HN
0.005432,0.005297,GenVar,microbe_from_Mike/HN/asv_001323.parRes,asv_001323,microbe_from_Mike,HN
0.273117,0.263786,hsq,microbe_from_Mike/HN/asv_001323.parRes,asv_001323,microbe_from_Mike,HN
5.77e-4,6.21e-4,Pi,microbe_from_Mike/HN/asv_001347.parRes,asv_001347,microbe_from_Mike,HN
480.750488,517.576538,NnzSnp,microbe_from_Mike/HN/asv_001347.parRes,asv_001347,microbe_from_Mike,HN
3e-6,5e-6,SigmaSq,microbe_from_Mike/HN/asv_001347.parRes,asv_001347,microbe_from_Mike,HN
0.27664,0.805282,S,microbe_from_Mike/HN/asv_001347.parRes,asv_001347,microbe_from_Mike,HN
0.004048,5.26e-4,ResVar,microbe_from_Mike/HN/asv_001347.parRes,asv_001347,microbe_from_Mike,HN
2.24e-4,3.41e-4,GenVar,microbe_from_Mike/HN/asv_001347.parRes,asv_001347,microbe_from_Mike,HN
0.052328,0.079205,hsq,microbe_from_Mike/HN/asv_001347.parRes,asv_001347,microbe_from_Mike,HN
4.8e-5,9e-6,Pi,microbe_from_Mike/HN/asv_001416.parRes,asv_001416,microbe_from_Mike,HN
38.849876,3.970332,NnzSnp,microbe_from_Mike/HN/asv_001416.parRes,asv_001416,microbe_from_Mike,HN
0,0,SigmaSq,microbe_from_Mike/HN/asv_001416.parRes,asv_001416,microbe_from_Mike,HN
-2.150487,0.270842,S,microbe_from_Mike/HN/asv_001416.parRes,asv_001416,microbe_from_Mike,HN
3e-6,3e-6,ResVar,microbe_from_Mike/HN/asv_001416.parRes,asv_001416,microbe_from_Mike,HN
1.19e-4,4e-6,GenVar,microbe_from_Mike/HN/asv_001416.parRes,asv_001416,microbe_from_Mike,HN
0.975562,0.021119,hsq,microbe_from_Mike/HN/asv_001416.parRes,asv_001416,microbe_from_Mike,HN
7.89e-4,7.39e-4,Pi,microbe_from_Mike/HN/asv_001446.parRes,asv_001446,microbe_from_Mike,HN
657.850647,616.562012,NnzSnp,microbe_from_Mike/HN/asv_001446.parRes,asv_001446,microbe_from_Mike,HN
0,0,SigmaSq,microbe_from_Mike/HN/asv_001446.parRes,asv_001446,microbe_from_Mike,HN
0.25995,0.8441,S,microbe_from_Mike/HN/asv_001446.parRes,asv_001446,microbe_from_Mike,HN
9.7e-5,1.5e-5,ResVar,microbe_from_Mike/HN/asv_001446.parRes,asv_001446,microbe_from_Mike,HN
8e-6,1.2e-5,GenVar,microbe_from_Mike/HN/asv_001446.parRes,asv_001446,microbe_from_Mike,HN
0.078918,0.110809,hsq,microbe_from_Mike/HN/asv_001446.parRes,asv_001446,microbe_from_Mike,HN
1.15e-4,2.96e-4,Pi,microbe_from_Mike/HN/asv_001448.parRes,asv_001448,microbe_from_Mike,HN
95.246452,247.040222,NnzSnp,microbe_from_Mike/HN/asv_001448.parRes,asv_001448,microbe_from_Mike,HN
1.35e-4,2.95e-4,SigmaSq,microbe_from_Mike/HN/asv_001448.parRes,asv_001448,microbe_from_Mike,HN
-1.390046,0.925687,S,microbe_from_Mike/HN/asv_001448.parRes,asv_001448,microbe_from_Mike,HN
0.018124,0.014154,ResVar,microbe_from_Mike/HN/asv_001448.parRes,asv_001448,microbe_from_Mike,HN
0.027886,0.014158,GenVar,microbe_from_Mike/HN/asv_001448.parRes,asv_001448,microbe_from_Mike,HN
0.605781,0.304155,hsq,microbe_from_Mike/HN/asv_001448.parRes,asv_001448,microbe_from_Mike,HN
6.17e-4,6.12e-4,Pi,microbe_from_Mike/HN/asv_001499.parRes,asv_001499,microbe_from_Mike,HN
514.534424,510.222687,NnzSnp,microbe_from_Mike/HN/asv_001499.parRes,asv_001499,microbe_from_Mike,HN
1e-6,2e-6,SigmaSq,microbe_from_Mike/HN/asv_001499.parRes,asv_001499,microbe_from_Mike,HN
0.202638,0.816519,S,microbe_from_Mike/HN/asv_001499.parRes,asv_001499,microbe_from_Mike,HN
0.001389,2.01e-4,ResVar,microbe_from_Mike/HN/asv_001499.parRes,asv_001499,microbe_from_Mike,HN
9.6e-5,1.46e-4,GenVar,microbe_from_Mike/HN/asv_001499.parRes,asv_001499,microbe_from_Mike,HN
0.064934,0.097217,hsq,microbe_from_Mike/HN/asv_001499.parRes,asv_001499,microbe_from_Mike,HN
4.5e-5,1e-5,Pi,microbe_from_Mike/HN/asv_001529.parRes,asv_001529,microbe_from_Mike,HN
36.419125,5.247676,NnzSnp,microbe_from_Mike/HN/asv_001529.parRes,asv_001529,microbe_from_Mike,HN
3e-6,5e-6,SigmaSq,microbe_from_Mike/HN/asv_001529.parRes,asv_001529,microbe_from_Mike,HN
-2.065877,0.302216,S,microbe_from_Mike/HN/asv_001529.parRes,asv_001529,microbe_from_Mike,HN
1.09e-4,3.8e-5,ResVar,microbe_from_Mike/HN/asv_001529.parRes,asv_001529,microbe_from_Mike,HN
0.002432,8e-5,GenVar,microbe_from_Mike/HN/asv_001529.parRes,asv_001529,microbe_from_Mike,HN
0.956982,0.014859,hsq,microbe_from_Mike/HN/asv_001529.parRes,asv_001529,microbe_from_Mike,HN
6e-4,6.37e-4,Pi,microbe_from_Mike/HN/asv_001572.parRes,asv_001572,microbe_from_Mike,HN
499.999115,531.253174,NnzSnp,microbe_from_Mike/HN/asv_001572.parRes,asv_001572,microbe_from_Mike,HN
0,0,SigmaSq,microbe_from_Mike/HN/asv_001572.parRes,asv_001572,microbe_from_Mike,HN
0.154239,0.842488,S,microbe_from_Mike/HN/asv_001572.parRes,asv_001572,microbe_from_Mike,HN
3.67e-4,5.2e-5,ResVar,microbe_from_Mike/HN/asv_001572.parRes,asv_001572,microbe_from_Mike,HN
2.3e-5,3.7e-5,GenVar,microbe_from_Mike/HN/asv_001572.parRes,asv_001572,microbe_from_Mike,HN
0.058357,0.094466,hsq,microbe_from_Mike/HN/asv_001572.parRes,asv_001572,microbe_from_Mike,HN
7.88e-4,8.2e-4,Pi,microbe_from_Mike/HN/asv_001582.parRes,asv_001582,microbe_from_Mike,HN
657.139282,684.328369,NnzSnp,microbe_from_Mike/HN/asv_001582.parRes,asv_001582,microbe_from_Mike,HN
2e-6,2e-6,SigmaSq,microbe_from_Mike/HN/asv_001582.parRes,asv_001582,microbe_from_Mike,HN
0.374219,0.799143,S,microbe_from_Mike/HN/asv_001582.parRes,asv_001582,microbe_from_Mike,HN
6.04e-4,1.12e-4,ResVar,microbe_from_Mike/HN/asv_001582.parRes,asv_001582,microbe_from_Mike,HN
8.7e-5,9.5e-5,GenVar,microbe_from_Mike/HN/asv_001582.parRes,asv_001582,microbe_from_Mike,HN
0.126144,0.13593,hsq,microbe_from_Mike/HN/asv_001582.parRes,asv_001582,microbe_from_Mike,HN
4.5e-5,1.1e-5,Pi,microbe_from_Mike/HN/asv_001649.parRes,asv_001649,microbe_from_Mike,HN
36.832901,6.380688,NnzSnp,microbe_from_Mike/HN/asv_001649.parRes,asv_001649,microbe_from_Mike,HN
1e-5,1.4e-5,SigmaSq,microbe_from_Mike/HN/asv_001649.parRes,asv_001649,microbe_from_Mike,HN
-2.109611,0.235989,S,microbe_from_Mike/HN/asv_001649.parRes,asv_001649,microbe_from_Mike,HN
7.57e-4,2.43e-4,ResVar,microbe_from_Mike/HN/asv_001649.parRes,asv_001649,microbe_from_Mike,HN
0.012637,4.96e-4,GenVar,microbe_from_Mike/HN/asv_001649.parRes,asv_001649,microbe_from_Mike,HN
0.943464,0.018264,hsq,microbe_from_Mike/HN/asv_001649.parRes,asv_001649,microbe_from_Mike,HN
7.27e-4,7.21e-4,Pi,microbe_from_Mike/HN/asv_001657.parRes,asv_001657,microbe_from_Mike,HN
605.799438,601.421021,NnzSnp,microbe_from_Mike/HN/asv_001657.parRes,asv_001657,microbe_from_Mike,HN
0,0,SigmaSq,microbe_from_Mike/HN/asv_001657.parRes,asv_001657,microbe_from_Mike,HN
-0.0458,0.882228,S,microbe_from_Mike/HN/asv_001657.parRes,asv_001657,microbe_from_Mike,HN
2.92e-4,7.2e-5,ResVar,microbe_from_Mike/HN/asv_001657.parRes,asv_001657,microbe_from_Mike,HN
5.7e-5,6.7e-5,GenVar,microbe_from_Mike/HN/asv_001657.parRes,asv_001657,microbe_from_Mike,HN
0.162809,0.18906,hsq,microbe_from_Mike/HN/asv_001657.parRes,asv_001657,microbe_from_Mike,HN
4.2e-5,2.7e-5,Pi,microbe_from_Mike/HN/asv_001659.parRes,asv_001659,microbe_from_Mike,HN
33.794998,22.201544,NnzSnp,microbe_from_Mike/HN/asv_001659.parRes,asv_001659,microbe_from_Mike,HN
9e-6,1.7e-5,SigmaSq,microbe_from_Mike/HN/asv_001659.parRes,asv_001659,microbe_from_Mike,HN
-1.912964,0.290699,S,microbe_from_Mike/HN/asv_001659.parRes,asv_001659,microbe_from_Mike,HN
9.37e-4,3.89e-4,ResVar,microbe_from_Mike/HN/asv_001659.parRes,asv_001659,microbe_from_Mike,HN
0.004772,4.76e-4,GenVar,microbe_from_Mike/HN/asv_001659.parRes,asv_001659,microbe_from_Mike,HN
0.835648,0.067523,hsq,microbe_from_Mike/HN/asv_001659.parRes,asv_001659,microbe_from_Mike,HN
7.37e-4,7.18e-4,Pi,microbe_from_Mike/HN/asv_001660.parRes,asv_001660,microbe_from_Mike,HN
614.623718,599.106201,NnzSnp,microbe_from_Mike/HN/asv_001660.parRes,asv_001660,microbe_from_Mike,HN
6e-6,1.3e-5,SigmaSq,microbe_from_Mike/HN/asv_001660.parRes,asv_001660,microbe_from_Mike,HN
-0.076017,0.800873,S,microbe_from_Mike/HN/asv_001660.parRes,asv_001660,microbe_from_Mike,HN
0.004648,0.001268,ResVar,microbe_from_Mike/HN/asv_001660.parRes,asv_001660,microbe_from_Mike,HN
9.17e-4,0.00118,GenVar,microbe_from_Mike/HN/asv_001660.parRes,asv_001660,microbe_from_Mike,HN
0.164799,0.21028,hsq,microbe_from_Mike/HN/asv_001660.parRes,asv_001660,microbe_from_Mike,HN
4.99e-4,5.3e-4,Pi,microbe_from_Mike/HN/asv_001667.parRes,asv_001667,microbe_from_Mike,HN
415.942047,442.348938,NnzSnp,microbe_from_Mike/HN/asv_001667.parRes,asv_001667,microbe_from_Mike,HN
3e-6,3e-6,SigmaSq,microbe_from_Mike/HN/asv_001667.parRes,asv_001667,microbe_from_Mike,HN
0.432512,0.781942,S,microbe_from_Mike/HN/asv_001667.parRes,asv_001667,microbe_from_Mike,HN
0.002475,2.93e-4,ResVar,microbe_from_Mike/HN/asv_001667.parRes,asv_001667,microbe_from_Mike,HN
1.06e-4,1.62e-4,GenVar,microbe_from_Mike/HN/asv_001667.parRes,asv_001667,microbe_from_Mike,HN
0.041028,0.061889,hsq,microbe_from_Mike/HN/asv_001667.parRes,asv_001667,microbe_from_Mike,HN
6.72e-4,6.59e-4,Pi,microbe_from_Mike/HN/asv_001749.parRes,asv_001749,microbe_from_Mike,HN
560.452026,549.989868,NnzSnp,microbe_from_Mike/HN/asv_001749.parRes,asv_001749,microbe_from_Mike,HN
1e-6,1e-6,SigmaSq,microbe_from_Mike/HN/asv_001749.parRes,asv_001749,microbe_from_Mike,HN
0.145672,0.839353,S,microbe_from_Mike/HN/asv_001749.parRes,asv_001749,microbe_from_Mike,HN
4.74e-4,1.01e-4,ResVar,microbe_from_Mike/HN/asv_001749.parRes,asv_001749,microbe_from_Mike,HN
7.2e-5,8.9e-5,GenVar,microbe_from_Mike/HN/asv_001749.parRes,asv_001749,microbe_from_Mike,HN
0.132195,0.161111,hsq,microbe_from_Mike/HN/asv_001749.parRes,asv_001749,microbe_from_Mike,HN
6.52e-4,6.24e-4,Pi,microbe_from_Mike/HN/asv_001772.parRes,asv_001772,microbe_from_Mike,HN
543.117676,520.628845,NnzSnp,microbe_from_Mike/HN/asv_001772.parRes,asv_001772,microbe_from_Mike,HN
4e-6,6e-6,SigmaSq,microbe_from_Mike/HN/asv_001772.parRes,asv_001772,microbe_from_Mike,HN
0.214001,0.89938,S,microbe_from_Mike/HN/asv_001772.parRes,asv_001772,microbe_from_Mike,HN
0.005304,8.13e-4,ResVar,microbe_from_Mike/HN/asv_001772.parRes,asv_001772,microbe_from_Mike,HN
4.15e-4,6.22e-4,GenVar,microbe_from_Mike/HN/asv_001772.parRes,asv_001772,microbe_from_Mike,HN
0.07264,0.107798,hsq,microbe_from_Mike/HN/asv_001772.parRes,asv_001772,microbe_from_Mike,HN
5e-6,3e-6,Pi,microbe_from_Mike/HN/asv_001806.parRes,asv_001806,microbe_from_Mike,HN
3.23235,0.540984,NnzSnp,microbe_from_Mike/HN/asv_001806.parRes,asv_001806,microbe_from_Mike,HN
0,0,SigmaSq,microbe_from_Mike/HN/asv_001806.parRes,asv_001806,microbe_from_Mike,HN
1.906781,0.35032,S,microbe_from_Mike/HN/asv_001806.parRes,asv_001806,microbe_from_Mike,HN
0,0,ResVar,microbe_from_Mike/HN/asv_001806.parRes,asv_001806,microbe_from_Mike,HN
0,0,GenVar,microbe_from_Mike/HN/asv_001806.parRes,asv_001806,microbe_from_Mike,HN
0.437856,0.048821,hsq,microbe_from_Mike/HN/asv_001806.parRes,asv_001806,microbe_from_Mike,HN
4.6e-5,2.1e-5,Pi,microbe_from_Mike/HN/asv_001834.parRes,asv_001834,microbe_from_Mike,HN
37.492275,15.928824,NnzSnp,microbe_from_Mike/HN/asv_001834.parRes,asv_001834,microbe_from_Mike,HN
4.2e-5,8.2e-5,SigmaSq,microbe_from_Mike/HN/asv_001834.parRes,asv_001834,microbe_from_Mike,HN
-1.876899,0.293354,S,microbe_from_Mike/HN/asv_001834.parRes,asv_001834,microbe_from_Mike,HN
0.005805,0.002479,ResVar,microbe_from_Mike/HN/asv_001834.parRes,asv_001834,microbe_from_Mike,HN
0.019954,0.002839,GenVar,microbe_from_Mike/HN/asv_001834.parRes,asv_001834,microbe_from_Mike,HN
0.774115,0.096563,hsq,microbe_from_Mike/HN/asv_001834.parRes,asv_001834,microbe_from_Mike,HN
0.00064899999999999995,6.75e-4,Pi,microbe_from_Mike/HN/asv_001840.parRes,asv_001840,microbe_from_Mike,HN
540.614319,563.092285,NnzSnp,microbe_from_Mike/HN/asv_001840.parRes,asv_001840,microbe_from_Mike,HN
1e-6,2e-6,SigmaSq,microbe_from_Mike/HN/asv_001840.parRes,asv_001840,microbe_from_Mike,HN
0.223679,0.910137,S,microbe_from_Mike/HN/asv_001840.parRes,asv_001840,microbe_from_Mike,HN
0.002658,3.86e-4,ResVar,microbe_from_Mike/HN/asv_001840.parRes,asv_001840,microbe_from_Mike,HN
1.42e-4,2.79e-4,GenVar,microbe_from_Mike/HN/asv_001840.parRes,asv_001840,microbe_from_Mike,HN
0.050823,0.099354,hsq,microbe_from_Mike/HN/asv_001840.parRes,asv_001840,microbe_from_Mike,HN
6.25e-4,6.11e-4,Pi,microbe_from_Mike/HN/asv_001875.parRes,asv_001875,microbe_from_Mike,HN
521.178223,509.908905,NnzSnp,microbe_from_Mike/HN/asv_001875.parRes,asv_001875,microbe_from_Mike,HN
5e-6,7e-6,SigmaSq,microbe_from_Mike/HN/asv_001875.parRes,asv_001875,microbe_from_Mike,HN
0.305877,0.841664,S,microbe_from_Mike/HN/asv_001875.parRes,asv_001875,microbe_from_Mike,HN
0.009985,0.001151,ResVar,microbe_from_Mike/HN/asv_001875.parRes,asv_001875,microbe_from_Mike,HN
3.7e-4,5.81e-4,GenVar,microbe_from_Mike/HN/asv_001875.parRes,asv_001875,microbe_from_Mike,HN
0.035762,0.055451,hsq,microbe_from_Mike/HN/asv_001875.parRes,asv_001875,microbe_from_Mike,HN
3.8e-5,1.3e-5,Pi,microbe_from_Mike/HN/asv_001888.parRes,asv_001888,microbe_from_Mike,HN
30.667576,8.913979,NnzSnp,microbe_from_Mike/HN/asv_001888.parRes,asv_001888,microbe_from_Mike,HN
0,0,SigmaSq,microbe_from_Mike/HN/asv_001888.parRes,asv_001888,microbe_from_Mike,HN
-1.610459,0.309694,S,microbe_from_Mike/HN/asv_001888.parRes,asv_001888,microbe_from_Mike,HN
6e-6,3e-6,ResVar,microbe_from_Mike/HN/asv_001888.parRes,asv_001888,microbe_from_Mike,HN
3.1e-5,4e-6,GenVar,microbe_from_Mike/HN/asv_001888.parRes,asv_001888,microbe_from_Mike,HN
0.845649,0.089362,hsq,microbe_from_Mike/HN/asv_001888.parRes,asv_001888,microbe_from_Mike,HN
4e-5,1e-5,Pi,microbe_from_Mike/HN/asv_001978.parRes,asv_001978,microbe_from_Mike,HN
32.39175,5.559018,NnzSnp,microbe_from_Mike/HN/asv_001978.parRes,asv_001978,microbe_from_Mike,HN
9.6e-5,1.07e-4,SigmaSq,microbe_from_Mike/HN/asv_001978.parRes,asv_001978,microbe_from_Mike,HN
-1.90996,0.2148,S,microbe_from_Mike/HN/asv_001978.parRes,asv_001978,microbe_from_Mike,HN
0.004496,0.001388,ResVar,microbe_from_Mike/HN/asv_001978.parRes,asv_001978,microbe_from_Mike,HN
0.071553,0.002837,GenVar,microbe_from_Mike/HN/asv_001978.parRes,asv_001978,microbe_from_Mike,HN
0.94084,0.018277,hsq,microbe_from_Mike/HN/asv_001978.parRes,asv_001978,microbe_from_Mike,HN
6.26e-4,6.03e-4,Pi,microbe_from_Mike/HN/asv_002166.parRes,asv_002166,microbe_from_Mike,HN
521.541199,503.372009,NnzSnp,microbe_from_Mike/HN/asv_002166.parRes,asv_002166,microbe_from_Mike,HN
0,0,SigmaSq,microbe_from_Mike/HN/asv_002166.parRes,asv_002166,microbe_from_Mike,HN
-0.180769,0.882475,S,microbe_from_Mike/HN/asv_002166.parRes,asv_002166,microbe_from_Mike,HN
1.87e-4,4.9e-5,ResVar,microbe_from_Mike/HN/asv_002166.parRes,asv_002166,microbe_from_Mike,HN
4.1e-5,4.6e-5,GenVar,microbe_from_Mike/HN/asv_002166.parRes,asv_002166,microbe_from_Mike,HN
0.179275,0.200577,hsq,microbe_from_Mike/HN/asv_002166.parRes,asv_002166,microbe_from_Mike,HN
6.34e-4,6.17e-4,Pi,microbe_from_Mike/HN/asv_002172.parRes,asv_002172,microbe_from_Mike,HN
527.981262,515.387085,NnzSnp,microbe_from_Mike/HN/asv_002172.parRes,asv_002172,microbe_from_Mike,HN
4e-6,6e-6,SigmaSq,microbe_from_Mike/HN/asv_002172.parRes,asv_002172,microbe_from_Mike,HN
0.218381,0.82197,S,microbe_from_Mike/HN/asv_002172.parRes,asv_002172,microbe_from_Mike,HN
0.006281,9.07e-4,ResVar,microbe_from_Mike/HN/asv_002172.parRes,asv_002172,microbe_from_Mike,HN
4.04e-4,6.55e-4,GenVar,microbe_from_Mike/HN/asv_002172.parRes,asv_002172,microbe_from_Mike,HN
0.06046,0.097186,hsq,microbe_from_Mike/HN/asv_002172.parRes,asv_002172,microbe_from_Mike,HN
6.03e-4,6.05e-4,Pi,microbe_from_Mike/HN/asv_002205.parRes,asv_002205,microbe_from_Mike,HN
502.445587,504.826355,NnzSnp,microbe_from_Mike/HN/asv_002205.parRes,asv_002205,microbe_from_Mike,HN
3e-6,5e-6,SigmaSq,microbe_from_Mike/HN/asv_002205.parRes,asv_002205,microbe_from_Mike,HN
0.264209,0.836155,S,microbe_from_Mike/HN/asv_002205.parRes,asv_002205,microbe_from_Mike,HN
0.002558,4.16e-4,ResVar,microbe_from_Mike/HN/asv_002205.parRes,asv_002205,microbe_from_Mike,HN
2.17e-4,3.3e-4,GenVar,microbe_from_Mike/HN/asv_002205.parRes,asv_002205,microbe_from_Mike,HN
0.078145,0.117759,hsq,microbe_from_Mike/HN/asv_002205.parRes,asv_002205,microbe_from_Mike,HN
4e-5,1e-5,Pi,microbe_from_Mike/HN/asv_002309.parRes,asv_002309,microbe_from_Mike,HN
32.816448,6.208237,NnzSnp,microbe_from_Mike/HN/asv_002309.parRes,asv_002309,microbe_from_Mike,HN
1.58e-4,2.08e-4,SigmaSq,microbe_from_Mike/HN/asv_002309.parRes,asv_002309,microbe_from_Mike,HN
-1.730916,0.248165,S,microbe_from_Mike/HN/asv_002309.parRes,asv_002309,microbe_from_Mike,HN
0.00461,0.001198,ResVar,microbe_from_Mike/HN/asv_002309.parRes,asv_002309,microbe_from_Mike,HN
0.04906,0.002387,GenVar,microbe_from_Mike/HN/asv_002309.parRes,asv_002309,microbe_from_Mike,HN
0.914028,0.022369,hsq,microbe_from_Mike/HN/asv_002309.parRes,asv_002309,microbe_from_Mike,HN
1.28e-4,3.49e-4,Pi,microbe_from_Mike/HN/asv_002353.parRes,asv_002353,microbe_from_Mike,HN
106.258026,290.747467,NnzSnp,microbe_from_Mike/HN/asv_002353.parRes,asv_002353,microbe_from_Mike,HN
0,1e-6,SigmaSq,microbe_from_Mike/HN/asv_002353.parRes,asv_002353,microbe_from_Mike,HN
-1.407007,0.892581,S,microbe_from_Mike/HN/asv_002353.parRes,asv_002353,microbe_from_Mike,HN
9.6e-5,4.8e-5,ResVar,microbe_from_Mike/HN/asv_002353.parRes,asv_002353,microbe_from_Mike,HN
1.02e-4,4.8e-5,GenVar,microbe_from_Mike/HN/asv_002353.parRes,asv_002353,microbe_from_Mike,HN
0.515358,0.237626,hsq,microbe_from_Mike/HN/asv_002353.parRes,asv_002353,microbe_from_Mike,HN
8.23e-4,7.02e-4,Pi,microbe_from_Mike/HN/asv_002354.parRes,asv_002354,microbe_from_Mike,HN
686.360107,585.285828,NnzSnp,microbe_from_Mike/HN/asv_002354.parRes,asv_002354,microbe_from_Mike,HN
1e-6,2e-6,SigmaSq,microbe_from_Mike/HN/asv_002354.parRes,asv_002354,microbe_from_Mike,HN
0.049755,0.69943,S,microbe_from_Mike/HN/asv_002354.parRes,asv_002354,microbe_from_Mike,HN
3.04e-4,1.07e-4,ResVar,microbe_from_Mike/HN/asv_002354.parRes,asv_002354,microbe_from_Mike,HN
1.37e-4,1.04e-4,GenVar,microbe_from_Mike/HN/asv_002354.parRes,asv_002354,microbe_from_Mike,HN
0.310615,0.232325,hsq,microbe_from_Mike/HN/asv_002354.parRes,asv_002354,microbe_from_Mike,HN
